,Date,TweetID,User,Tweet,Langue,Hashtags,ReplyCount,RetweetCount,LikeCount,Quotecount,Media,Source,coordinates,place
0,2023-02-16 22:42:37+00:00,1626351370075795456,rowan_meredith,"anyone who ever says a bad word about selena gomez is going to hell, I don’t make the rules",en,,0,0,2,0,,Twitter for iPhone,,
1,2023-02-16 20:11:47+00:00,1626313410634981377,dykeabetes,@uhhmmily the fact that lisa was talking about selena gomez here is sooooo me coded like she’s so real,en,,0,0,30,0,,Twitter for iPhone,,
2,2023-02-16 18:47:04+00:00,1626292093823094784,cozynightslarry,"thinking very hard today about selena gomez, absolutely love her 🫶",en,,0,0,0,0,,Twitter for iPhone,,
3,2023-02-16 18:32:53+00:00,1626288522754662404,ZeldaMOMOe,"Finding out about Selena Gomez advocating for therapy in school for kids reminded me about my mental breakdown in 3rd grade to my sister about being overwhelmed.
Fuck everyone who says ""you're too young to be anxious/depressed"" - it can happen to anyone.",en,,6,5,51,0,,Twitter Web App,,
4,2023-02-16 17:43:39+00:00,1626276131921088513,nushhki,Everyone talks about one direction reunion but what about Selena Gomez and The Scene???,en,,0,1,1,0,,Twitter for iPhone,,
5,2023-02-16 17:27:28+00:00,1626272058643714048,_OverdozeOn808s,And I know that people feel how they feel about Selena Gomez but she’s a large part of why Only Murders in the Building is successful so suck it.,en,,0,0,2,0,,Twitter for iPhone,,
6,2023-02-16 17:10:18+00:00,1626267738783248384,GomezSource,Austin Butler talks about Selena Gomez https://t.co/4zzGYDZlfn,en,,22,421,3855,96,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1626267152822022145/pu/img/NbJLoP3BUW6ftQKt.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1626267152822022145/pu/vid/640x360/mogLJJs4R6EjaS5u.mp4?tag=12', contentType='video/mp4', bitrate=832000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1626267152822022145/pu/vid/1280x720/olBlwoWG27b9si57.mp4?tag=12', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1626267152822022145/pu/pl/0rsvCQ0O1zpE9n9_.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/1626267152822022145/pu/vid/480x270/bsSDPNaBbtCfAOX5.mp4?tag=12', contentType='video/mp4', bitrate=256000)], duration=34.393, views=78353, altText=None)]",Twitter for iPhone,,
7,2023-02-16 16:30:54+00:00,1626257824325206017,monicazevallos,"Lets talk about Selena Gomez legs she is literally the hottest  
@selenagomez 

https://t.co/EL7Db5BpVo",en,,0,0,0,0,,Cubi.so,,
8,2023-02-16 10:04:21+00:00,1626160547598303237,chaoticsanya,What if SG3 has a song about Selena Gomez's situationships/relationships we had no clue about and she gets all cutesy about it... then what?🥹,en,,0,0,0,0,,Twitter Web App,,
9,2023-02-16 05:07:47+00:00,1626085912038854656,reputayt1on,dorathea is about selena gomez u cant tell me im wrong,en,,0,0,2,0,,Twitter for iPhone,,
10,2023-02-16 03:19:59+00:00,1626058783104585728,StargirllOnline,"Mustin Bieber is married to your fav  and what you want lmao!!! Your fav have a ring on her finger and you are still insecure?? Imagine being this pathetic🤢
YOU DON'T HAVE A LIFE YOUR LIFE IS ONLY SELENA GOMEZ !!! SELENA GOMEZ !!!! 
I BET YOU DREAM ABOUT SELENA EVERY NIGHT!",en,,1,1,26,0,,Twitter for Android,,
11,2023-02-16 01:56:25+00:00,1626037753757544448,chasinggrace7,If you have bad things to say about Selena Gomez I don’t trust you,en,,1,0,1,0,,Twitter for iPhone,,
12,2023-02-16 00:09:37+00:00,1626010874971320320,ghadselenur,"Notice how ur tweets about her have less likes than ur tweets about Selena , both of you and her are nothing without Selena Gomez",en,,4,11,198,0,,Twitter for iPhone,,
13,2023-02-15 23:49:26+00:00,1626005797455929344,tristkeepit81g,"Fans concerned about Selena Gomez's health
https://t.co/OuuX6SwoNY",en,,0,0,0,0,,Twitter Web App,,
14,2023-02-15 19:37:28+00:00,1625942388458852369,seventeen,Everything We Know About Selena Gomez's Next Album So Far https://t.co/SL7Xv0pbqf https://t.co/IMztrQOwYP,en,,0,3,11,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FpCB_INXsAEf_kZ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FpCB_INXsAEf_kZ?format=jpg&name=large', altText=None)]",SocialFlow,,
15,2023-02-15 19:30:21+00:00,1625940596761452544,monicazevallos,"Lets talk about Selena Gomez legs she is literally the hottest  
@selenagomez 

https://t.co/EL7Db5BpVo",en,,0,0,0,0,,Cubi.so,,
16,2023-02-15 18:02:46+00:00,1625918557543452672,_selenagomezecu,"Austin Butler about Selena Gomez.⁣
⁣Austin Butler sobre Selena Gomez.⁣

#SelenaGomez #FaveDocumentary #iHeartAwards https://t.co/kUyHJKvjzp",en,"['SelenaGomez', 'FaveDocumentary', 'iHeartAwards']",0,16,42,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FpBsTy7XoAAYC8o?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FpBsTy7XoAAYC8o?format=jpg&name=large', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/FpBsT7DWAAELLyy?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FpBsT7DWAAELLyy?format=jpg&name=large', altText=None)]",Twitter for Android,,
17,2023-02-15 16:18:01+00:00,1625892196095238145,almondhandsoap,Is it bad I sometimes forget about Selena Gomez..?,en,,1,0,1,0,,Twitter for iPhone,,
18,2023-02-15 15:00:24+00:00,1625872662030434304,MauricioM_Gomez,@och_lub @BuzzingPop The fact that no one here is talking about Selena hdhahaha your obsession,en,,2,0,1,0,,Twitter for Android,,
19,2023-02-15 14:57:02+00:00,1625871815943028744,BobbyBisbing,Don’t be surprised if you go out to get your car to leave for work and find it is not where you left it if you happen to have said an unkind word about Selena Marie Gòmez!!!! https://t.co/aW5sm502mh,en,,0,0,0,0,,Instagram,,
20,2023-02-15 12:09:12+00:00,1625829576768102400,cardinalalli,@ExposingSMG Omg you mainly post about selena gomez and you are old enough to be her mom.  Are you related to the biebers or just freaking obsessed. I had no idea that you existed and almost all post are just hate towards one person.,en,,0,0,1,0,,Twitter for Android,,
21,2023-02-15 09:01:12+00:00,1625782267049046016,soulsareascam,i'll never understand why people are so freaking mean to &amp; about selena gomez,en,,0,0,0,0,,Twitter for Android,,
22,2023-02-14 22:30:16+00:00,1625623487116345354,monicazevallos,"Lets talk about Selena Gomez legs she is literally the hottest  
@selenagomez 

https://t.co/EL7Db5BpVo",en,,0,0,0,0,,Cubi.so,,
23,2023-02-14 18:30:09+00:00,1625563057865822223,selswiftiee,@ExposingSMG U being a 42 year old white karen constantly obsessed snd talking about selena gomez FOR 10 YEARS STRAIGHT IS THE DEFINITION OF OBSESSED,en,,1,0,18,0,,Twitter for iPhone,,
24,2023-02-14 16:26:58+00:00,1625532059446919178,Koko204088,@jbryjn You really did not just write that. THE JOURNALS ALBUM was not about anyone’s wife. It was literally about Selena Gomez and that came from Justin’s mouth himself. That right there negated everything you just said. If you can’t be honest you’ll lose your credibility.,en,,0,0,0,0,,Twitter for iPhone,,
25,2023-02-14 16:25:57+00:00,1625531802910855168,Augustooweell,YEAHH DOROTHEA IS ALWAYS ABOUT SELENA. CONFIRMED BY SELENA GOMEZ.,en,,0,0,0,0,,Twitter for Android,,
26,2023-02-14 01:30:28+00:00,1625306445813264384,monicazevallos,"Lets talk about Selena Gomez legs she is literally the hottest  
@selenagomez 

https://t.co/EL7Db5BpVo",en,,0,0,0,0,,Cubi.so,,
27,2023-02-13 11:52:18+00:00,1625100550436970496,JoshuaMeshackJ2,Ask me anything you want while I go live on MTV tomorrow I will answer your questions on Twitter but please don't ask me about Selena Gomez she is doing great but you guys don't need to ask me that if I see it I will skip that  question ask me about my music,en,,0,0,0,0,,Twitter Web App,,
28,2023-02-13 11:15:13+00:00,1625091217166946304,Me13With,@inmyloverera19 @FeverDreamRy He had some appalling tweets about Selena Gomez I'm pretty sure,en,,1,0,1,0,,Twitter Web App,,
29,2023-02-13 10:15:02+00:00,1625076069945548800,JoshuaMeshackJ2,There's already drama the day before Valentine's day well I'm not having it because I'm ignoring the Seleantors talking about Selena Gomez dating Drew Taggart it's not happening I'm ignoring it,en,,0,0,0,0,,Twitter Web App,,
30,2023-02-13 05:48:17+00:00,1625008942052003840,SEXYVlLLAlN,awake thinking about selena gomez,en,,0,0,2,0,,Twitter for iPhone,,
31,2023-02-13 04:30:28+00:00,1624989358788079618,monicazevallos,"Lets talk about Selena Gomez legs she is literally the hottest  
@selenagomez 

https://t.co/EL7Db5BpVo",en,,0,0,0,0,,Cubi.so,,
32,2023-02-12 23:29:48+00:00,1624913692486664193,livelaughlins,"Before I realized I was a queer, I definitely was confused as to why I felt some type of way about Selena Gomez’s speaking voice",en,,1,1,10,0,,Twitter for iPhone,,
33,2023-02-12 21:21:39+00:00,1624881441652744192,ThePepsiSwiftie,Wait till Rain finds out about Selena Gomez &amp; the scene if she thinks her solo stuff is just filled with bops,en,,0,0,1,0,,Twitter for Android,,
34,2023-02-12 16:26:37+00:00,1624807195144785921,yourightselena,Y’all were talking all that shit about Selena Gomez only for her to show y’all who the most beautiful woman alive is. https://t.co/C7LT3ubAmx,en,,20,113,825,5,"[Photo(previewUrl='https://pbs.twimg.com/media/Fox5h_FaIAAd4wl?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fox5h_FaIAAd4wl?format=jpg&name=large', altText=None)]",Twitter for iPhone,,
35,2023-02-12 15:11:00+00:00,1624788166778490885,alinamariegomez,"one thing about selena marie gomez, she serving FACE and BODY",en,,0,0,0,0,,Twitter Web App,,
36,2023-02-12 07:30:20+00:00,1624672236153237506,monicazevallos,"Lets talk about Selena Gomez legs she is literally the hottest  
@selenagomez 

https://t.co/EL7Db5BpVo",en,,0,0,0,0,,Cubi.so,,
37,2023-02-12 06:43:31+00:00,1624660453216632832,LolHeyylo,@Jus10sjerry For the album which has half it's songs about Selena Gomez and he promotes them by publicly saying it's about her :),en,,1,0,29,1,,Twitter for Android,,
38,2023-02-12 05:41:45+00:00,1624644909532606464,JoshuaMeshackJ2,Hollywood talk about Selena Gomez and Joshua Meshack Jackson there is no Drew Taggort he don't exist and as Selena's man I will do what I can to not let anyone take her away from me it's easy I just ignore who she's with in real life I'm there with her even if I'm busy,en,,0,0,0,0,,Twitter Web App,,
39,2023-02-12 05:30:00+00:00,1624641951885664257,JoshuaMeshackJ2,Entertainment news talk about Selena Gomez and Joshua Meshack Jackson,en,,0,0,0,0,,Twitter Web App,,
40,2023-02-12 04:29:24+00:00,1624626702574911491,dawllyana,theres something very nasty about selena gomez.. something is off abt that lady https://t.co/3AONBVKnX8,en,,1,2,14,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FovVYCsXgAAY5JY?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FovVYCsXgAAY5JY?format=jpg&name=large', altText=None)]",Twitter for iPhone,,
41,2023-02-11 22:27:44+00:00,1624535685481869312,theitguyfromnyc,@bonitavelie we’re talking about Selena Gomez not some cheap ass celebrities,en,,1,0,0,0,,Twitter for iPhone,,
42,2023-02-11 21:18:32+00:00,1624518270739968002,iKlSSJIUNG,now i love selena gomez but they was probably talking about selena quintanilla,en,,0,0,0,0,,Twitter for iPhone,,
43,2023-02-11 15:08:02+00:00,1624425029512355840,kay_melancholy,@abhay_bySGftTS @Attiya_a_a @ExquisiteWill No just clarifying that no one is pressed about Selena Gomez of all people.,en,,1,0,1,0,,Twitter for iPhone,,
44,2023-02-11 10:30:16+00:00,1624355130283016193,monicazevallos,"Lets talk about Selena Gomez legs she is literally the hottest  
@selenagomez 

https://t.co/EL7Db5BpVo",en,,0,0,0,0,,Cubi.so,,
45,2023-02-11 03:07:59+00:00,1624243825349885952,triplea_ch,"I get actors from his time but like he one day just told me a recent fact about Selena Gomez and I was like ""How did you know that???"" and my mom said, ""Your dad is such a chismosa when it comes to recent celebrity news"" 

💀💀💀",en,,1,0,1,0,,Twitter for Android,,
46,2023-02-11 00:40:50+00:00,1624206793000771586,wdwdisneyland7,Top 10 Celebrities Who Tried To Warn Us About Selena Gomez https://t.co/W6vfQPfta0 via @YouTube,en,,0,0,0,0,,Twitter for iPad,,
47,2023-02-10 22:58:47+00:00,1624181111172505613,fetishxsel,"ugly girls always talking shit about Selena Gomez but using rare beauty 
listening to her songs and saying that Alex Russo is their favorite character",en,,2,37,238,0,,Twitter for Android,,
48,2023-02-10 22:41:07+00:00,1624176664312676352,ExquisiteWill,I’ve never said anything bad about Selena Gomez she’s my friend!,en,,9,2,93,2,,Twitter for iPhone,,
49,2023-02-10 16:27:00+00:00,1624082514414542848,Mybloodselena,"Can't stop thinking about Selena Gomez Revival Tour 
Such an iconic one 💫✨ @SelenaFanClub @selenagomez 🖤 https://t.co/9gpmkxu7dr",en,,0,0,9,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FonmZMaaAAAjTSP?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FonmZMaaAAAjTSP?format=jpg&name=large', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/FonmbCVaUAAioMY?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FonmbCVaUAAioMY?format=jpg&name=large', altText=None)]",Twitter for Android,,
50,2023-02-10 13:30:18+00:00,1624038049381490688,monicazevallos,"Lets talk about Selena Gomez legs she is literally the hottest  
@selenagomez 

https://t.co/EL7Db5BpVo",en,,0,0,0,0,,Cubi.so,,
51,2023-02-10 13:05:03+00:00,1624031691881734147,LEIGHSREVlVAL,not this show talking about selena gomez just when she’s teasing a tour…,en,,0,0,0,0,,Twitter for iPhone,,
52,2023-02-10 03:37:14+00:00,1623888799758680065,yourightselena,My professor talked about Selena Gomez’s documentary in my psychology class &amp; people were like “i love her” 🥹,en,,2,19,280,0,,Twitter for iPhone,,
53,2023-02-10 02:20:30+00:00,1623869486498713600,kkass999,realized I haven’t actively tweeted about selena in awhile. selena gomez I love you. you’re beautiful stunning amazing show-stopping admirable RARE cute funny hardworking. UR THE BEST @selenagomez,en,,0,0,0,0,,Twitter for iPhone,,
54,2023-02-10 00:45:23+00:00,1623845550025056257,tristkeepit81g,"Fans concerned about Selena Gomez's health
https://t.co/OuuX6SwoNY",en,,0,0,0,0,,Twitter Web App,,
55,2023-02-09 21:32:09+00:00,1623796923265081344,fetishl4,"one thing about selena gomez, she never messes with her lead single choices, from come and get it to good for you to lose you to love me &amp; de una vez , all of them were amazing and well chosen and successful. I can't wait for sg3 lead 
[de una vez peaked at num 4 latin charts]",en,,0,1,4,0,,Twitter Web App,,
56,2023-02-09 16:30:11+00:00,1623720930752225280,monicazevallos,"Lets talk about Selena Gomez legs she is literally the hottest  
@selenagomez 

https://t.co/EL7Db5BpVo",en,,0,0,0,0,,Cubi.so,,
57,2023-02-08 20:50:20+00:00,1623424009130987520,20somethingmilf,People that work at daily mail and all that shit have to be the most brain dead individuals. How many fucking times can u rewrite an article about Selena Gomez  Justin Bieber and Hailey Baldwin. Put it to rest,en,,0,0,1,0,,Twitter for iPhone,,
58,2023-02-08 18:00:32+00:00,1623381278136610816,monicazevallos,"Lets talk about Selena Gomez legs she is literally the hottest  
@selenagomez 

https://t.co/EL7Db5BpVo",en,,0,0,0,0,,Cubi.so,,
59,2023-02-08 17:57:16+00:00,1623380458825256960,MsAmericslaya,@benjam_13 @gambhir_tarsh Have Ur little in guessing Harry disco but this tweet was about Selena Gomez..😟 https://t.co/YGPHGfjFZP,en,,1,0,1,0,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/Fodn6kuWIA841K1.jpg', variants=[VideoVariant(url='https://video.twimg.com/tweet_video/Fodn6kuWIA841K1.mp4', contentType='video/mp4', bitrate=0)], altText='Wendy Williams Shocked GIF')]",Twitter for Android,,
60,2023-02-08 17:36:49+00:00,1623375310736527393,Selgpyk,@jenniesgirl78 @souvenirtities calm down he's not dragging bey he's talking about Selena Gomez's ex bf's wife,en,,0,0,0,0,,Twitter for Android,,
61,2023-02-08 16:40:14+00:00,1623361070701154304,gramfurn,"Lol kinda from the ""Marvel's Moon Girl and Devil Dinosaur""clip, about Selena Gomez following her! One of my fav actresses (Ciera Payton) followed me recently! I asked if she could last April! #theview",en,['theview'],2,0,1,0,,Twitter for Android,,
62,2023-02-08 05:23:37+00:00,1623190796563542016,windowareopen,@souvenirtities @Aabutera19 @bornpinkjulissa @GETAWAYWlTHME They talked sh!t about Selena Gomez in past 😬,en,,1,0,2,0,,Twitter for Android,,
63,2023-02-08 01:44:10+00:00,1623135568577335296,jackyd0811,@mazzypopstar Is this tweet about Selena Gomez ?,en,,1,0,1,0,,Twitter Web App,,
64,2023-02-08 01:10:20+00:00,1623127052156121091,gardenofshay,when I talk about Selena and my non texan friends think I mean Gomez &lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;,en,,3,0,7,0,,Twitter Web App,,
65,2023-02-07 21:00:28+00:00,1623064170941009920,monicazevallos,"Lets talk about Selena Gomez legs she is literally the hottest  
@selenagomez 

https://t.co/EL7Db5BpVo",en,,0,0,0,0,,Cubi.so,,
66,2023-02-07 20:09:36+00:00,1623051372663918595,channelsurfings,@everywheremb we will talk about selena gomez she’d never,en,,1,0,0,0,,Twitter for iPhone,,
67,2023-02-07 19:39:31+00:00,1623043802884673539,ScandalousMedia,"@toxicvisual @ngelsspeak by your logic - if justin's hits being ""about selena"" is the only reason why they are #1, then why isn't the all-powerful, all-seeing selena gomez, grabbing those #1s for herself if she's that powerful? enlighten us, weirdo.",en,['1s'],1,0,1,0,,Twitter Web App,,
68,2023-02-07 01:07:31+00:00,1622763957441417217,sonofabtchlol,"@AliciaEU I mean, they called in Hailey Bieber to talk about Selena Gomez and Justin Bieber's relationship from years ago so I'm not surprised unfortunately",en,,0,0,0,0,,Twitter for Android,,
69,2023-02-06 17:01:47+00:00,1622641716632207362,Sammax883B,@sarualways Hi. Can we talk about Selena Gomez and Megan Fox?,en,,0,0,0,0,,Twitter Web App,,
70,2023-02-06 16:48:24+00:00,1622638348597592073,chatswith_chels,"@steelgatorcatie It makes me think of the story I heard last year about Selena Gomez’s fans going after Hailey Bieber, and Selena came out begging these people to stop harassing Hailey because she said it was ridiculous and cruel behavior that she would never in a million years support.",en,,0,0,1,0,,Twitter for iPhone,,
71,2023-02-06 14:25:22+00:00,1622602354573955079,rarelumiere,we need to talk about Selena Gomez's versatility on her album RARE cause what https://t.co/0DTJjC5DgS,en,,19,20,206,9,"[Photo(previewUrl='https://pbs.twimg.com/media/FoSkPaKXoAEL9cf?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FoSkPaKXoAEL9cf?format=jpg&name=large', altText=None)]",Twitter for Android,,
72,2023-02-06 08:03:58+00:00,1622506373354516480,Selenaslays25,"I haven't watched Selena's documentary, should I watch it cause I feel like I am missing so much about Selena gomez.",en,,1,0,1,0,,Twitter for iPhone,,
73,2023-02-06 07:27:49+00:00,1622497273123930112,monoxsflicker,not me having a dream about selena gomez and chris evans being in a romcom together wth that was so random 😭,en,,0,0,0,0,,Twitter for Android,,
74,2023-02-06 06:16:40+00:00,1622479368151875584,JoshuaMeshackJ2,When you hear about Selena Gomez and Joshua Meshack Jackson you should be happy for us and respect us and stop bringing the dating rumors I'm a nice guy and I deserve Selena Gomez and you guys should know that,en,,0,0,0,0,,Twitter Web App,,
75,2023-02-06 06:15:14+00:00,1622479010235031554,JoshuaMeshackJ2,I might drive my followers away but I'm telling the truth they will support my marriage with @selenagomez and they will listen to anything I say about Selena Gomez and they will always be my Jelena2.0 fans,en,,0,0,0,0,,Twitter Web App,,
76,2023-02-06 04:15:23+00:00,1622448846637867008,JoshuaMeshackJ2,For the Selenators who are being disrespectful to me and keeps talking about Selena Gomez new boyfriend I'm ignoring them I won't let them get to me Selena don't have a boyfriend she has a husband that she love very much it's me and it will stay that way forever,en,,0,0,0,0,,Twitter Web App,,
77,2023-02-06 02:47:54+00:00,1622426830526464000,extraathique,@YENISCOOOOL Not talking about Selena Gomez babe,en,,1,0,18,0,,Twitter for iPhone,,
78,2023-02-06 00:43:05+00:00,1622395420511961092,ThePepsiSwiftie,@drunkface19xx didnt u just say something about selena gomez being fuckable,en,,1,0,1,0,,Twitter Web App,,
79,2023-02-05 21:40:20+00:00,1622349431025864704,yvescdefg,"I just KNOW this song is about Selena Gomez. 🥹🧡

https://t.co/CfE82JuVfS",en,,0,0,0,0,,Twitter for Android,,
80,2023-02-05 17:02:08+00:00,1622279416909791234,_scrollable,A little known fact about Selena Gomez! Check this #short about Selena Gomez:! Want to stay updated? LIKE AND SUBSCRIBE! #SelenaGomez: #shorts #celebritygossip #celebnews #celebs https://t.co/zNqoLSlXKw,en,"['short', 'SelenaGomez', 'shorts', 'celebritygossip', 'celebnews', 'celebs']",0,0,0,0,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1622279269215772675/pu/img/XcjB_cXRxIIbRJoY.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1622279269215772675/pu/vid/720x1280/jhv7LYdobKyq7V4F.mp4?tag=12', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1622279269215772675/pu/pl/pcNsroKphoVrmjow.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/1622279269215772675/pu/vid/480x852/dal74pBaxt-XQZIZ.mp4?tag=12', contentType='video/mp4', bitrate=950000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1622279269215772675/pu/vid/320x568/VE_dpiYM9z9XDZ_u.mp4?tag=12', contentType='video/mp4', bitrate=632000)], duration=21.336, views=30, altText=None)]",OneUp App,,
81,2023-02-05 15:54:15+00:00,1622262333530570753,JamieRsBF,"@assworthirst He made disgusting racist, transphobic tweets about Selena Gomez, Lady Gaga, and Blue Ivy when she was a literal baby, mocked Rihanna’s abuse and islamaphobic tweets about Muslims and never apologized but instead just laughed it off",en,,0,0,0,0,,Twitter for iPhone,,
82,2023-02-05 01:34:45+00:00,1622046034607374336,VafaillV,@ManihaAamir Ok when you say Selena which one are you talking about? Selena Perez or Selena Gomez? https://t.co/uJcgM7XhaL,en,,1,0,0,0,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/FoKqQ74aQAE0Uq7.jpg', variants=[VideoVariant(url='https://video.twimg.com/tweet_video/FoKqQ74aQAE0Uq7.mp4', contentType='video/mp4', bitrate=0)], altText='Selena Quintanilla GIF'), Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/FoKqQ72aIAAtHEV.jpg', variants=[VideoVariant(url='https://video.twimg.com/tweet_video/FoKqQ72aIAAtHEV.mp4', contentType='video/mp4', bitrate=0)], altText='Selena Gomez Basketball GIF by San Antonio Spurs')]",Twitter for iPhone,,
83,2023-02-04 23:02:38+00:00,1622007754314350592,niyyrackz,just bawled my eyes out for 30 mints because someone told me Taylor swift song “Dorothea” was about Selena Gomez 🥺🥺🥺🥺🥺🥺🥺🥺,en,,0,0,0,0,,Twitter for iPhone,,
84,2023-02-04 17:09:06+00:00,1621918781747372035,pinkbarbiechain,Y’all gotta stop lying to y’all selves about Selena Gomez,en,,0,0,0,0,,Twitter for iPhone,,
85,2023-02-04 16:05:09+00:00,1621902690497298433,Sammax883B,@michael19099600 Hi. Can we talk about Selena Gomez?,en,,1,0,0,0,,Twitter Web App,,
86,2023-02-04 15:19:56+00:00,1621891312042610689,StaticJungle,@Shxmbles_ Every time I see you talking about Gomez I think you’re talking about Selena at first I’m crying,en,,1,0,0,0,,Twitter for iPhone,,
87,2023-02-04 10:45:05+00:00,1621822142365966339,D3athstarofdav1,"@lumaxbeliever @vuomet @PopBase Absolutely nothing, apparently it's trendy to bring something/someone completely unrelated up on Twitter now...like a thread about Selena Gomez (love her) will be bombarded with toxic stan accounts bodyshaming her and bringing up unrelated artists",en,,0,0,2,0,,Twitter for iPhone,,
88,2023-02-04 08:54:11+00:00,1621794232489971714,JoshuaMeshackJ2,News about Selena Gomez getting a divorce don't exist so in the future if I heard about it I'm ignoring it I'm the only man for her anyway that's why I pay no attention to the news about Selena Gomez because it's disturbing if their not talking about her music I'm not interested,en,,0,0,0,0,,Twitter Web App,,
89,2023-02-04 08:33:44+00:00,1621789088142561280,JoshuaMeshackJ2,I want to hear more news about Selena Gomez want to get marry and be a mother even though she already has that with me but we will make that into a existing so her fans can be respectful to me oh yes it will happen,en,,0,0,0,0,,Twitter Web App,,
90,2023-02-04 08:31:55+00:00,1621788630351052803,JoshuaMeshackJ2,The reason why I said existing because the fantasies is still a dream but it will come into reality and everyone will know who Selena Gomez is really meant to be with it's me and only me and the Selenators need to be respectful about Selena's relationship with me,en,,0,0,0,0,,Twitter Web App,,
91,2023-02-04 08:13:48+00:00,1621784071121649666,JoshuaMeshackJ2,So important news to everyone and Seleantors reading this tweet if you heard the news about Selena Gomez got Engaged it's me proposing to her so I can make our Relationship exist in real life there is no other man for her because I'm the only one for her,en,,0,0,0,0,,Twitter Web App,,
92,2023-02-04 07:36:56+00:00,1621774791954026496,SpeedyInLA,What a nice compliment! I wonder what other things he has to say about Selena Gomez!,en,,1,0,1,0,,Twitter for iPhone,,
93,2023-02-04 03:28:32+00:00,1621712280890081280,tristkeepit81g,"Fans concerned about Selena Gomez's health
https://t.co/OuuX6SwoNY 5",en,,0,0,0,0,,Twitter Web App,,
94,2023-02-04 03:28:29+00:00,1621712268508413953,tristkeepit81g,"Fans concerned about Selena Gomez's health
https://t.co/OuuX6SwoNY 4",en,,0,0,0,0,,Twitter Web App,,
95,2023-02-04 03:28:22+00:00,1621712238787674113,tristkeepit81g,"Fans concerned about Selena Gomez's health
https://t.co/OuuX6SwoNY 3",en,,0,0,0,0,,Twitter Web App,,
96,2023-02-04 03:28:12+00:00,1621712196869754885,tristkeepit81g,"Fans concerned about Selena Gomez's health
https://t.co/OuuX6SwoNY 2",en,,0,0,0,0,,Twitter Web App,,
97,2023-02-04 03:28:07+00:00,1621712175902384128,tristkeepit81g,"Fans concerned about Selena Gomez's health
https://t.co/OuuX6SwoNY 1",en,,0,0,0,0,,Twitter Web App,,
98,2023-02-04 03:28:05+00:00,1621712166280695808,tristkeepit81g,"Fans concerned about Selena Gomez's health
https://t.co/OuuX6SwoNY",en,,0,0,0,0,,Twitter Web App,,
99,2023-02-04 03:07:52+00:00,1621707082008522752,worldfamouslov,Wat about Selena Gomez 🤔?,en,,0,0,0,0,,Twitter for Android,,
100,2023-02-04 01:25:20+00:00,1621681277014315009,JoshuaMeshackJ2,Valentine's day will not be ruined I will continue ignoring the media talking about Selena Gomez and Drew Taggart or whoever she is with she's mine and these different men she is with don't exist me and @selenagomez will have a great date together even in real life,en,,0,1,1,0,,Twitter Web App,,
101,2023-02-03 23:56:48+00:00,1621658997852889088,JoshuaMeshackJ2,One important thing about Selena Gomez in real life if she got Engaged and talk about her fiance I'm ignoring that too because that conversation she is having on interviews don't exist she is putting on a act it's publicity she love me only and no one else,en,,0,0,0,0,,Twitter Web App,,
102,2023-02-03 22:25:18+00:00,1621635970629095428,JamieRsBF,Let’s not forget what he said about Selena Gomez and Green Cards and Blue Ivy when she was a literal baby,en,,0,0,2,0,,Twitter for iPhone,,
103,2023-02-03 17:02:37+00:00,1621554763296022528,minaj_muah5,@peaceyallbitche @buffys He said something about Selena Gomez needing a green card 😭 but Lemme find it rq,en,,2,1,39,1,,Twitter for iPhone,,
104,2023-02-03 16:58:08+00:00,1621553638060732416,minaj_muah5,@buffys Let’s not forget about what he said about Selena Gomez,en,,1,0,30,0,,Twitter for iPhone,,
